Date,Unnamed: 0,Bloc QC,Campaign,Conservative,Date,Error,Green,Liberal,Link,Margin,NDP,Other,Sample,Source,Type
2012-05-16,312,6.0,False,37.0,2012-05-16,±3.1 pp,5.0,17.0,PDF,2,35.0,-,"1,008",Abacus Data,online
2012-05-23,311,7.0,False,37.0,2012-05-23,±3.1 pp,4.0,18.0,PDF,4,33.0,-,"1,014",Angus Reid,online
2012-05-23,310,5.0,False,32.0,2012-05-23,±2.3 pp,6.0,20.0,PDF,4,36.0,-,"1,836",Forum Research,IVR
2012-05-31,309,3.4,False,33.5,2012-05-31,±3.1 pp,2.4,24.9,PDF,0.1,33.6,-,"1,201",Nanos Research,telephone
2012-06-14,308,6.0,False,30.0,2012-06-14,±2.5 pp,5.0,22.0,PDF,7,37.0,-,"1,529",Forum Research,IVR
2012-06-16,307,6.0,False,34.0,2012-06-16,±2.5 pp,5.0,19.0,PDF,1,35.0,-,"1,500",Angus Reid,online
2012-06-18,306,5.0,False,31.0,2012-06-18,±2.2 pp,7.0,23.0,PDF,1,32.0,-,"2,000",Harris-Decima,telephone
2012-06-21,305,6.0,False,35.0,2012-06-21,±3.1 pp,4.0,18.0,HTML,3,38.0,-,"1,099",Ipsos Reid,online
2012-06-23,304,7.0,False,33.0,2012-06-23,±2.4 pp,5.0,19.0,PDF,2,35.0,-,"2,093",Environics,telephone
2012-06-23,303,5.0,False,35.0,2012-06-23,±3.1 pp,6.0,20.0,HTML,Tie,35.0,-,"1,008",Abacus Data,online
2012-06-26,302,6.5,False,29.3,2012-06-26,±2.2 pp,9.5,19.2,PDF,3.1,32.4,-,"2,049",EKOS,IVR
2012-06-27,301,6.0,False,35.0,2012-06-27,±2.9 pp,3.0,19.0,PDF,Tie,35.0,-,"1,165",Forum Research,IVR
2012-07-05,300,4.9,False,30.2,2012-07-05,±2.1 pp,10.0,19.5,PDF,2.1,32.3,-,"2,098",EKOS,IVR
2012-07-12,299,4.4,False,33.6,2012-07-12,±3.2 pp,4.2,26.5,PDF,3.3,30.3,-,"1,200",Nanos Research,telephone
2012-07-26,298,6.0,False,31.0,2012-07-26,±2.4 pp,5.0,22.0,PDF,4,35.0,-,"1,639",Forum Research,IVR
2012-08-12,297,6.0,False,37.0,2012-08-12,±2.2 pp,6.0,20.0,HTML,5,32.0,-,"2,099",Abacus Data,online
2012-08-22,296,6.0,False,34.0,2012-08-22,±2.4 pp,4.0,22.0,PDF,Tie,34.0,-,"1,720",Forum Research,IVR
2012-09-09,295,5.8,False,32.4,2012-09-09,±3.4 pp,5.0,24.6,PDF,2.0,30.4,-,"1,000",Nanos Research,telephone
2012-09-10,294,6.0,False,34.0,2012-09-10,±2.2 pp,7.0,24.0,HTML,7,27.0,-,"2,007",Harris-Decima,telephone
2012-09-18,293,7.0,False,35.0,2012-09-18,±2.9 pp,6.0,17.0,PDF,Tie,35.0,-,"1,208",Abacus Data,online
2012-09-23,292,9.0,False,31.0,2012-09-23,±2.4 pp,5.0,20.0,PDF,4,35.0,-,"2,000",Environics,telephone
2012-09-26,291,6.0,False,35.0,2012-09-26,±2.0 pp,3.0,25.0,PDF,5,30.0,-,"1,707",Forum Research,IVR
2012-10-11,290,4.7,False,33.3,2012-10-11,±3.4 pp,2.9,30.1,PDF,3.2,27.9,-,"1,000",Nanos Research,telephone
2012-10-27,289,6.0,False,31.0,2012-10-27,±2.0 pp,4.0,27.0,PDF,1,32.0,-,"1,735",Forum Research,IVR
2012-11-08,288,7.0,False,34.0,2012-11-08,±2.5 pp,2.0,26.0,HTML,4,30.0,-,"2,009",Ipsos Reid,telephone/online
2012-11-11,287,7.0,False,36.0,2012-11-11,±3.0 pp,6.0,22.0,PDF,7,29.0,-,"1,068",Abacus Data,online
2012-11-15,286,4.9,False,33.8,2012-11-15,±3.5 pp,3.7,29.0,PDF,4.8,27.2,-,"1,004",Nanos Research,telephone
2012-11-19,285,6.0,False,33.0,2012-11-19,±2.0 pp,4.0,28.0,PDF,5,28.0,-,"1,849",Forum Research,IVR
2012-12-03,284,6.7,False,31.9,2012-12-03,±1.3 pp,8.4,24.4,PDF,6.1,25.8,-,"5,433",EKOS,IVR
2012-12-06,283,7.0,False,35.0,2012-12-06,±2.5 pp,9.0,18.0,PDF,5,30.0,-,"1,500",Leger Marketing,online
2012-12-08,282,6.0,False,34.0,2012-12-08,±2.6 pp,6.0,22.0,PDF,2,32.0,-,"1,505",Abacus Data,online
2012-12-18,281,6.0,False,31.0,2012-12-18,±2.0 pp,6.0,27.0,PDF,3,28.0,-,"1,355",Forum Research,IVR
2013-01-03,280,6.0,False,35.0,2013-01-03,±3.1 pp,6.0,19.0,PDF,2,33.0,-,"1,012",Angus Reid,online
2013-01-17,278,7.0,False,36.0,2013-01-17,±2.0 pp,4.0,25.0,PDF,8,28.0,-,"1,626",Forum Research,IVR
2013-01-17,279,6.0,False,35.0,2013-01-17,±2.2 pp,6.0,22.0,PDF,6,29.0,-,"2,028",Angus Reid,online
2013-01-31,277,4.6,False,34.3,2013-01-31,±3.5 pp,4.7,27.6,PDF,6.7,27.1,-,"1,000",Nanos Research,telephone
2013-02-06,276,6.0,False,35.0,2013-02-06,±2.3 pp,6.0,21.0,PDF,4,31.0,-,"1,832",Abacus Data,online
2013-02-06,275,6.0,False,32.0,2013-02-06,±3.0 pp,4.0,30.0,PDF,2,26.0,-,"1,091",Forum Research,IVR
2013-02-10,274,7.2,False,29.3,2013-02-10,±1.3 pp,9.5,24.6,PDF,3.0,26.3,-,"5,947",EKOS,IVR
2013-02-24,273,5.2,False,31.5,2013-02-24,±3.7 pp,5.9,29.1,PDF,2.4,27.2,-,"1,000",Nanos Research,telephone
2013-03-07,272,6.0,False,31.0,2013-03-07,±2.0 pp,5.0,30.0,PDF,1,27.0,-,"1,755",Forum Research,IVR
2013-03-21,271,5.0,False,32.0,2013-03-21,±3.1 pp,8.0,24.0,PDF,1,31.0,-,"1,014",Abacus Data,online
2013-03-28,270,7.0,False,31.0,2013-03-28,±2.5 pp,7.0,30.0,PDF,1,24.0,-,"1,511",Leger Marketing,online
2013-04-02,269,5.0,False,29.0,2013-04-02,±3.0 pp,6.0,33.0,PDF,4,25.0,-,"1,310",Forum Research,IVR
2013-04-03,268,6.0,False,31.0,2013-04-03,±3.4 pp,4.0,32.0,HTML,1,27.0,-,"1,053",Ipsos Reid,-
2013-04-06,267,5.0,False,33.0,2013-04-06,±2.6 pp,7.0,27.0,PDF,6,27.0,-,"1,511",Abacus Data,online
2013-04-08,266,4.8,False,31.3,2013-04-08,±3.3 pp,4.2,35.4,PDF,4.1,23.6,-,"1,002",Nanos Research,telephone/online
2013-04-10,265,6.4,False,28.8,2013-04-10,±1.5 pp,9.0,29.1,PDF,0.3,23.3,-,"4,568",EKOS,IVR
2013-04-15,264,5.0,False,30.0,2013-04-15,±2.0 pp,2.0,43.0,PDF,13,19.0,-,"1,764",Forum Research,IVR
2013-04-28,263,6.0,False,28.0,2013-04-28,±2.2 pp,7.0,35.0,PDF,7,22.0,-,"2,008",Harris-Decima,telephone
2013-04-30,262,5.0,False,32.0,2013-04-30,±3.4 pp,3.0,35.0,HTML,3,25.0,-,"1,059",Ipsos Reid,online
2013-05-02,261,4.2,False,26.2,2013-05-02,±2.7 pp,6.3,38.6,PDF,12.4,23.9,-,"1,309",EKOS,telephone/online
2013-05-22,260,4.0,False,27.0,2013-05-22,±2.0 pp,3.0,44.0,PDF,17,20.0,-,"1,779",Forum Research,IVR
2013-05-26,259,5.4,False,26.3,2013-05-26,±1.7 pp,9.2,34.7,HTML,8.4,20.9,-,"3,318",EKOS,IVR
2013-05-28,258,4.0,False,30.0,2013-05-28,±3.5 pp,4.0,36.0,HTML,6,27.0,-,"1,009",Ipsos Reid,online
2013-06-18,257,6.0,False,30.0,2013-06-18,±2.0 pp,4.0,38.0,PDF,8,20.0,-,"1,525",Forum Research,IVR
2013-06-19,256,3.7,False,29.4,2013-06-19,±3.5 pp,6.4,34.2,PDF,4.8,25.3,-,"1,000",Nanos Research,telephone/online
2013-06-19,255,4.0,False,29.0,2013-06-19,±2.5 pp,8.0,37.0,PDF,8,21.0,-,"1,503",Leger Marketing,online
2013-06-23,254,6.0,False,27.0,2013-06-23,±3.1 pp,10.0,29.0,HTML,2,26.0,-,999,Abacus Data,online
2013-06-25,253,6.0,False,30.0,2013-06-25,±3.3 pp,4.0,33.0,HTML,3,28.0,-,"1,177",Ipsos Reid,online
2013-06-30,252,6.0,False,28.0,2013-06-30,±2.4 pp,6.0,34.0,PDF[permanent dead link],6,24.0,-,"2,149",Environics,telephone
2013-07-09,251,6.3,False,28.4,2013-07-09,±1.8 pp,8.5,30.4,PDF,2.0,23.4,-,"2,900",EKOS,IVR
2013-07-23,250,7.0,False,31.0,2013-07-23,±2.0 pp,4.0,35.0,PDF,4,22.0,-,"1,782",Forum Research,IVR
2013-08-19,249,2.5,False,31.9,2013-08-19,±2.2 pp,5.9,35.3,PDF,3.4,22.8,-,"2,000",Nanos Research,telephone
2013-08-22,248,3.9,False,29.7,2013-08-22,±3.3 pp,5.5,35.7,PDF,6.0,24.8,-,"1,000",Nanos Research,telephone/online
2013-08-23,247,6.0,False,29.0,2013-08-23,±3.0 pp,4.0,38.0,PDF,9,22.0,-,"1,189",Forum Research,IVR
2013-08-31,246,5.0,False,30.0,2013-08-31,±3.5 pp,5.0,33.0,PDF,3,25.0,-,"1,000",Nanos Research,telephone
2013-09-04,245,8.0,False,30.0,2013-09-04,±2.5 pp,4.0,29.0,PDF,1,27.0,-,"1,600",Abacus Data,online
2013-09-09,244,6.0,False,29.0,2013-09-09,±2.2 pp,6.0,33.0,PDF,4,24.0,-,"2,020",Harris-Decima,telephone
2013-09-17,243,7.0,False,31.0,2013-09-17,±3.0 pp,4.0,36.0,PDF,5,21.0,-,"1,527",Forum Research,IVR
2013-09-20,242,7.0,False,32.0,2013-09-20,±3.5 pp,3.0,31.0,HTML,1,26.0,-,"1,035",Ipsos Reid,online
2013-10-14,241,5.0,False,26.1,2013-10-14,±2.5 pp,6.5,36.3,PDF,10.2,24.9,-,"1,554",EKOS,telephone/online
2013-10-18,240,5.0,False,29.0,2013-10-18,±3.5 pp,5.0,37.0,PDF,8,23.0,-,"1,000",Nanos Research,telephone
2013-10-20,239,6.0,False,31.0,2013-10-20,±3.4 pp,2.0,33.0,HTML,2,27.0,-,"1,042",Ipsos Reid,online
2013-10-22,238,5.0,False,32.0,2013-10-22,±2.6 pp,7.0,32.0,PDF,Tie,23.0,-,"1,459",Abacus Data,online
2013-10-22,237,7.0,False,30.0,2013-10-22,±2.0 pp,5.0,39.0,PDF,9,19.0,-,"1,859",Forum Research,IVR
2013-10-23,236,6.0,False,28.0,2013-10-23,±3.0 pp,5.0,40.0,PDF,12,20.0,-,"1,007",Forum Research,IVR
2013-10-28,235,6.0,False,30.0,2013-10-28,±3.4 pp,2.0,31.0,HTML,Tie,31.0,-,"1,102",Ipsos Reid,online
2013-10-29,234,5.2,False,26.4,2013-10-29,±2.6 pp,5.2,37.4,PDF,11.0,24.9,-,"1,377",EKOS,telephone/online
2013-11-13,233,6.0,False,29.0,2013-11-13,±2.0 pp,4.0,38.0,PDF,9,22.0,-,"1,834",Forum Research,IVR
2013-11-25,232,7.0,False,26.0,2013-11-25,±2.2 pp,7.0,36.0,PDF[permanent dead link],10,23.0,-,"2,034",Harris-Decima,telephone
2013-11-27,231,6.0,False,29.0,2013-11-27,±3.5 pp,3.0,35.0,HTML,6,26.0,-,"1,014",Ipsos Reid,online
2013-12-13,230,5.0,False,32.0,2013-12-13,±2.0 pp,3.0,38.0,PDF,6,21.0,-,"1,634",Forum Research,IVR
2013-12-15,229,6.3,False,26.2,2013-12-15,±1.7 pp,9.3,32.1,PDF,5.9,22.9,-,"3,468",EKOS,IVR
2014-01-17,228,5.0,False,28.0,2014-01-17,±2.0 pp,4.0,37.0,PDF,9,25.0,-,"1,779",Forum Research,IVR
2014-01-18,227,5.0,False,28.0,2014-01-18,±2.2 pp,7.0,34.0,PDF,6,24.0,-,"1,996",Abacus Data,online
2014-01-25,226,5.0,False,28.0,2014-01-25,±3.0 pp,4.0,38.0,PDF,10,24.0,-,"1,228",Forum Research,IVR
2014-01-27,225,4.5,False,29.7,2014-01-27,±2.5 pp,6.2,33.2,PDF,3.5,24.3,-,"1,501",EKOS,telephone/online
2014-02-04,224,7.0,False,29.0,2014-02-04,±3.5 pp,4.0,33.0,HTML,4,27.0,-,"1,001",Ipsos Reid,online
2014-02-15,223,6.4,False,28.7,2014-02-15,±3.4 pp,5.3,34.0,PDF,5.3,23.2,-,"1,000",Nanos Research,telephone
2014-02-16,222,5.0,False,28.0,2014-02-16,±2.5 pp,6.0,33.0,PDF,5,26.0,-,"1,514",Angus Reid,online
2014-02-18,221,5.0,False,29.0,2014-02-18,±3.5 pp,5.0,37.0,HTML,8,24.0,-,"1,034",Ipsos Reid,online
2014-02-19,220,6.0,False,29.0,2014-02-19,±2.0 pp,4.0,39.0,PDF,10,21.0,-,"1,824",Forum Research,IVR
2014-03-05,219,8.0,False,28.0,2014-03-05,±2.8 pp,6.0,34.0,PDF,6,23.0,-,"1,249",Abacus Data,online
2014-03-09,218,5.0,False,28.0,2014-03-09,±1.2 pp,6.0,33.0,PDF,5,27.0,-,"6,445",Angus Reid,online
2014-03-28,217,5.0,False,29.0,2014-03-28,±2.0 pp,3.0,39.0,PDF,10,22.0,-,"1,764",Forum Research,IVR
2014-04-03,216,4.8,False,26.7,2014-04-03,±1.5 pp,8.1,35.8,PDF,9.1,21.8,-,"4,134",EKOS,IVR
2014-04-15,215,5.0,False,32.0,2014-04-15,±3.4 pp,6.0,30.0,PDF,2,26.0,-,"1,505",Angus Reid,online
2014-04-22,214,6.0,False,33.0,2014-04-22,±3.5 pp,4.0,33.0,HTML,Tie,24.0,-,"1,014",Ipsos Reid,online
2014-04-29,213,6.0,False,30.0,2014-04-29,±2.0 pp,4.0,39.0,PDF,9,20.0,-,"1,572",Forum Research,IVR
2014-05-01,212,5.3,False,27.6,2014-05-01,±1.6 pp,8.2,34.9,PDF,7.3,21.4,-,"3,677",EKOS,IVR
2014-05-23,211,6.0,False,30.0,2014-05-23,±2.0 pp,5.0,36.0,PDF,6,23.0,-,"1,694",Forum Research,IVR
2014-05-23,210,5.0,False,31.0,2014-05-23,±3.4 pp,7.0,30.0,PDF,1,25.0,-,"1,503",Angus Reid,online
2014-06-12,209,5.0,False,31.0,2014-06-12,±1.2 pp,6.0,30.0,PDF,1,27.0,-,"6,264",Angus Reid,online
2014-06-17,208,4.0,False,31.0,2014-06-17,±2.0 pp,5.0,39.0,PDF,8,19.0,-,"1,683",Forum Research,IVR
2014-07-03,207,5.0,False,31.0,2014-07-03,±2.2 pp,6.0,34.0,PDF,3,23.0,-,"2,000",Abacus Data,online
2014-07-18,206,5.0,False,28.0,2014-07-18,±2.0 pp,3.0,44.0,PDF,16,18.0,-,"1,624",Forum Research,IVR
2014-07-23,205,3.7,False,25.6,2014-07-23,±1.9 pp,7.1,38.7,PDF,12.1,23.4,-,"2,620",EKOS,telephone/online
2014-08-17,204,3.0,False,31.0,2014-08-17,±3.5 pp,3.0,38.0,HTML,7,24.0,-,"1,012",Ipsos Reid,online
2014-08-18,203,5.0,False,29.0,2014-08-18,±2.5 pp,7.0,35.0,PDF,6,22.0,-,"1,614",Abacus Data,online
2014-08-19,202,5.0,False,32.0,2014-08-19,±2.0 pp,5.0,41.0,PDF,9,17.0,-,"1,798",Forum Research,IVR
2014-09-05,201,4.0,False,34.0,2014-09-05,±3.0 pp,3.0,40.0,PDF,6,18.0,-,"1,267",Forum Research,IVR
2014-09-12,200,5.0,False,31.0,2014-09-12,±2.8 pp,3.0,38.0,HTML,7,23.0,-,"1,605",Ipsos Reid,online
2014-09-14,199,3.0,False,30.0,2014-09-14,±3.1 pp,5.0,38.0,PDF,8,23.0,-,"1,075",Abacus Data,online
2014-09-19,198,4.0,False,30.0,2014-09-19,±2.5 pp,6.0,36.0,PDF,6,22.0,-,"1,502",Angus Reid,online
2014-09-25,197,4.0,False,24.9,2014-09-25,±2.5 pp,7.7,38.3,PDF,13.4,24.4,-,"1,549",EKOS,telephone/online
2014-10-05,196,4.0,False,34.0,2014-10-05,±2.5 pp,4.0,38.0,PDF,4,19.0,-,"1,504",Forum Research,IVR
2014-10-15,195,3.1,False,26.4,2014-10-15,±2.4 pp,5.7,38.5,PDF,12.1,25.0,-,"1,671",EKOS,telephone/online
2014-10-16,194,4.0,False,32.0,2014-10-16,±2.5 pp,5.0,37.0,PDF,5,21.0,-,"1,524",Leger Marketing,online
2014-10-17,193,4.0,False,30.0,2014-10-17,±2.8 pp,8.0,32.0,PDF,2,25.0,-,"1,248",Abacus Data,online
2014-10-29,192,5.5,False,27.8,2014-10-29,±2.4 pp,8.2,33.4,PDF,5.6,21.4,-,"1,628",EKOS,IVR
2014-11-04,191,4.0,False,30.0,2014-11-04,±2.3 pp,6.0,35.0,PDF,5,24.0,-,"1,850",Abacus Data,online
2014-11-06,189,3.5,False,30.2,2014-11-06,±2.5 pp,9.7,33.5,PDF,3.3,20.5,-,"1,561",EKOS,IVR
2014-11-06,190,3.0,False,33.0,2014-11-06,±2.5 pp,7.0,36.0,PDF,3,19.0,-,"1,493",Leger Marketing,online
2014-11-20,188,4.0,False,33.0,2014-11-20,±3.0 pp,8.0,36.0,PDF,3,18.0,-,"1,500",Forum Research,IVR
2014-12-01,187,5.0,False,33.0,2014-12-01,±1.2 pp,4.0,34.0,HTML,1,24.0,-,"8,268",Ipsos Reid,online
2014-12-11,186,4.0,False,32.0,2014-12-11,±2.5 pp,6.0,38.0,PDF,6,19.0,-,"1,521",Leger Marketing,online
2014-12-11,185,3.0,False,33.0,2014-12-11,±2.0 pp,5.0,41.0,PDF,8,17.0,-,"1,658",Forum Research,IVR
2014-12-12,184,5.0,False,30.8,2014-12-12,±1.7 pp,7.8,31.8,PDF,1,20.0,-,"3,276",EKOS,IVR
2014-12-13,183,4.0,False,34.0,2014-12-13,±1.2 pp,5.0,34.0,PDF,Tie,22.0,-,"6,325",Angus Reid,online
2014-12-18,182,5.3,False,29.8,2014-12-18,±1.7 pp,7.7,33.8,PDF,3.0,20.2,-,"2,183",EKOS,IVR
2014-12-20,181,4.0,False,34.0,2014-12-20,±2.6 pp,6.0,33.0,PDF,1,22.0,-,"1,438",Abacus Data,online
2015-01-06,180,4.0,False,33.0,2015-01-06,±2.0 pp,5.0,37.0,PDF,4,20.0,-,"1,741",Forum Research,IVR
2015-01-11,179,6.0,False,35.0,2015-01-11,±2.6 pp,4.0,31.0,HTML,4,24.0,-,"1,915",Ipsos Reid,online
2015-01-13,178,4.4,False,31.0,2015-01-13,±1.5 pp,8.9,33.1,PDF,2.1,19.1,-,"4,412",EKOS,IVR
2015-01-28,177,4.0,False,33.0,2015-01-28,±3.1 pp,5.0,32.0,PDF,1,24.0,-,"1,005",Abacus Data,online
2015-01-28,176,5.0,False,35.0,2015-01-28,±3.0 pp,6.0,34.0,PDF,1,20.0,-,"1,382",Forum Research,IVR
2015-02-02,175,5.0,False,32.0,2015-02-02,±2.5 pp,6.0,35.0,PDF,3,20.0,-,"1,507",Leger Marketing,online
2015-02-03,174,3.8,False,35.0,2015-02-03,±1.8 pp,8.0,32.2,PDF,2.8,17.9,-,"2,974",EKOS,IVR
2015-02-10,173,4.2,False,32.0,2015-02-10,±1.8 pp,8.5,33.8,PDF,1.8,18.9,-,"3,005",EKOS,IVR
2015-02-10,172,4.0,False,32.0,2015-02-10,±3.0 pp,5.0,39.0,PDF,7,17.0,-,"1,018",Forum Research,IVR
2015-02-16,171,4.0,False,35.0,2015-02-16,±2.6 pp,4.0,34.0,PDF,1,21.0,-,"1,460",Abacus Data,online
2015-02-17,170,5.4,False,32.3,2015-02-17,±1.7 pp,8.0,31.6,PDF,0.7,19.1,-,"3,386",EKOS,IVR
2015-02-23,169,6.0,False,33.0,2015-02-23,±2.2 pp,3.0,34.0,HTML,1,23.0,-,"2,650",Ipsos Reid,online
2015-02-24,168,4.5,False,31.1,2015-02-24,±1.6 pp,7.5,31.9,PDF,0.8,22.1,-,"3,607",EKOS,IVR
2015-02-27,167,5.0,False,33.0,2015-02-27,±3.1 pp,5.0,34.0,PDF,1,23.0,-,"1,000",Nanos Research,telephone – rolling
2015-03-03,166,4.6,False,32.2,2015-03-03,±1.7 pp,9.0,31.3,PDF,0.9,19.9,-,"3,241",EKOS,IVR
2015-03-10,165,4.8,False,32.9,2015-03-10,±1.8 pp,8.8,30.5,PDF,2.4,19.7,-,"2,950",EKOS,IVR
2015-03-14,164,4.0,False,32.0,2015-03-14,±3.0 pp,6.0,36.0,PDF,4,21.0,-,"1,370",Forum Research,IVR
2015-03-17,163,4.8,False,30.2,2015-03-17,±1.6 pp,7.9,32.1,PDF,1.9,21.2,-,"3,832",EKOS,IVR
2015-03-18,162,4.0,False,34.0,2015-03-18,±2.5 pp,6.0,35.0,PDF,1,20.0,-,"1,511",Leger Marketing,online
2015-03-22,161,4.0,False,32.0,2015-03-22,±3.1 pp,6.0,33.0,PDF,1,23.0,-,"1,000",Abacus Data,online
2015-03-24,160,4.7,False,31.8,2015-03-24,±1.5 pp,8.7,28.5,PDF,3.3,23.2,-,"4,311",EKOS,IVR
2015-03-30,159,5.9,False,35.3,2015-03-30,±1.8 pp,8.7,31.4,PDF,3.9,18.7,-,"3,040",Oraclepoll Research,telephone
2015-03-31,158,5.2,False,31.9,2015-03-31,±1.6 pp,9.6,27.6,PDF,4.3,22.6,-,"3,901",EKOS,IVR
2015-03-31,157,5.0,False,31.0,2015-03-31,±3.0 pp,5.0,34.0,PDF,3,23.0,-,"1,239",Forum Research,IVR
2015-04-07,156,4.2,False,28.7,2015-04-07,±1.7 pp,9.2,30.1,PDF,1.4,22.9,-,"3,306",EKOS,IVR
2015-04-07,155,4.0,False,35.0,2015-04-07,±3.5 pp,3.0,33.0,HTML,2,25.0,-,"1,001",Ipsos Reid,online
2015-04-14,154,4.9,False,32.2,2015-04-14,±1.7 pp,8.0,28.5,PDF,3.7,22.7,-,"3,399",EKOS,IVR
2015-04-16,153,3.0,False,33.0,2015-04-16,±3.0 pp,6.0,35.0,PDF,2,22.0,-,"1,365",Forum Research,IVR
2015-04-17,152,4.0,False,29.0,2015-04-17,±3.1 pp,8.0,34.0,PDF,5,25.0,-,"1,000",Nanos Research,telephone – rolling
2015-04-21,151,4.9,False,31.8,2015-04-21,±1.6 pp,7.5,27.6,PDF,4.0,23.5,-,"3,850",EKOS,IVR
2015-04-22,150,5.0,False,35.0,2015-04-22,±3.0 pp,6.0,31.0,PDF,4,23.0,-,977,Forum Research,IVR
2015-04-24,149,5.0,False,36.0,2015-04-24,±2.6 pp,6.0,28.0,PDF,8,24.0,-,"1,500",Abacus Data,online
2015-04-28,148,4.1,False,32.4,2015-04-28,±1.6 pp,9.9,28.7,PDF,3.7,21.9,-,"3,757",EKOS,IVR
2015-04-30,147,4.0,False,33.0,2015-04-30,±2.5 pp,7.0,34.0,PDF,1,21.0,-,"1,488",Leger Marketing,online
2015-05-05,146,4.2,False,30.3,2015-05-05,±1.8 pp,7.3,29.6,PDF,0.7,24.2,-,"3,017",EKOS,IVR
2015-05-12,145,4.1,False,30.0,2015-05-12,±2.1 pp,8.0,27.0,PDF,0.9,29.1,-,"2,177",EKOS,IVR
2015-05-13,144,3.0,False,31.0,2015-05-13,±3.0 pp,4.0,31.0,PDF,Tie,30.0,-,"1,286",Forum Research,IVR
2015-05-14,143,3.6,False,32.9,2015-05-14,±3.1 pp,5.3,31.3,PDF,1.6,25.2,-,"1,000",Nanos Research,telephone – rolling
2015-05-19,142,5.4,False,28.1,2015-05-19,±1.9 pp,7.6,26.1,PDF,1.5,29.6,-,"2,675",EKOS,IVR
2015-05-26,141,4.1,False,29.5,2015-05-26,±1.8 pp,7.8,26.8,PDF,0.6,28.9,-,"2,934",EKOS,IVR
2015-05-29,140,4.0,False,32.0,2015-05-29,±3.1 pp,5.0,29.0,PDF,2,30.0,-,"1,000",Nanos Research,telephone – rolling (1/2)
2015-05-29,139,4.0,False,31.0,2015-05-29,±3.5 pp,4.0,31.0,HTML,Tie,30.0,-,"1,003",Ipsos Reid,online
2015-05-31,138,4.0,False,31.0,2015-05-31,±2.6 pp,7.0,28.0,PDF,3,28.0,-,"1,500",Abacus Data,online
2015-06-02,137,4.8,False,29.2,2015-06-02,±2.1 pp,7.4,23.9,PDF,2.1,31.3,-,"2,204",EKOS,IVR
2015-06-05,136,3.0,False,31.0,2015-06-05,±3.0 pp,5.0,32.0,PDF,1,28.0,-,"1,156",Forum Research,IVR
2015-06-07,135,5.0,False,31.0,2015-06-07,±1.2 pp,5.0,23.0,PDF,5,36.0,-,"6,005",Angus Reid,online
2015-06-09,134,5.1,False,26.9,2015-06-09,±2.0 pp,7.3,23.3,PDF,6.7,33.6,-,"2,491",EKOS,IVR
2015-06-16,133,5.9,False,29.4,2015-06-16,±1.6 pp,7.1,25.0,PDF,0.8,30.2,-,"3,834",EKOS,IVR
2015-06-16,132,7.0,False,26.0,2015-06-16,±3.0 pp,5.0,28.0,PDF,6,34.0,-,"1,281",Forum Research,IVR
2015-06-18,131,6.0,False,28.0,2015-06-18,±2.4 pp,7.0,28.0,HTML,2,30.0,-,"2,003",Environics,telephone
2015-06-23,129,5.0,False,28.0,2015-06-23,±3.0 pp,2.0,28.0,PDF,8,36.0,-,"1,268",Forum Research,IVR
2015-06-23,130,6.0,False,28.0,2015-06-23,±2.5 pp,2.0,29.0,HTML,6,35.0,-,"2,003",Ipsos Reid,online
2015-06-28,128,6.3,False,27.3,2015-06-28,±2.3 pp,6.6,25.6,PDF,3.6,30.9,-,"1,752",EKOS,IVR
2015-06-29,127,6.0,False,27.0,2015-06-29,±3.0 pp,4.0,29.0,PDF,3,32.0,-,"1,221",Forum Research,IVR
2015-07-06,126,6.0,False,29.0,2015-07-06,±2.2 pp,6.0,27.0,PDF,3,32.0,-,"2,000",Abacus Data,online
2015-07-07,125,5.0,False,32.0,2015-07-07,±3.0 pp,3.0,26.0,PDF,Tie,32.0,-,"1,200",Forum Research,IVR
2015-07-13,124,7.0,False,27.0,2015-07-13,±3.0 pp,5.0,27.0,PDF,7,34.0,-,"1,251",Forum Research,IVR
2015-07-14,123,5.3,False,29.4,2015-07-14,±2.0 pp,6.6,24.0,PDF,3.2,32.6,-,"2,538",EKOS,IVR
2015-07-16,122,5.0,False,32.0,2015-07-16,±2.5 pp,6.0,25.0,PDF,Tie,32.0,-,"1,545",Leger Marketing,online
2015-07-17,121,5.0,False,31.0,2015-07-17,±3.1 pp,6.0,27.0,PDF,Tie,31.0,-,"1,000",Nanos Research,telephone – rolling
2015-07-20,120,5.0,False,28.0,2015-07-20,±3.0 pp,4.0,29.0,PDF,6,34.0,-,"1,208",Forum Research,IVR
2015-07-21,119,4.0,False,38.0,2015-07-21,±1.37 pp,6.0,25.0,HTML,11,27.0,-,"5,147",Mainstreet Research,IVR
2015-07-27,118,5.0,False,33.0,2015-07-27,±2.5 pp,3.0,25.0,HTML,1,34.0,-,"1,571",Ipsos Reid,online
2015-07-28,117,4.7,False,30.1,2015-07-28,±2.1 pp,6.1,23.4,PDF,3.7,33.8,-,"2,247",EKOS,IVR
2015-07-28,116,4.0,False,33.0,2015-07-28,±3.0 pp,4.0,25.0,PDF,Tie,33.0,-,"1,397",Forum Research,IVR
2015-07-30,115,4.6,False,29.3,2015-07-30,±1.9 pp,5.6,25.8,HTML,4.4,33.7,-,"2,833",Innovative Research,online
2015-07-31,114,3.3,False,31.5,2015-07-31,±3.1 pp,5.4,29.3,PDF,1.4,30.1,-,"1,000",Nanos Research,telephone – rolling (1/2)
