,Bloc QC,Campaign,Conservative,Date,Error,Green,Liberal,Link,Margin,NDP,Other,Sample,Source,Type
123,5.3,FALSE,29.4,2015-07-14,±2.0 pp,6.6,24,PDF,3.2,32.6,,"2,538",EKOS,IVR
122,5,FALSE,32,2015-07-16,±2.5 pp,6,25,PDF,Tie,32,,"1,545",Leger Marketing,online
121,5,FALSE,31,2015-07-17,±3.1 pp,6,27,PDF,Tie,31,,"1,000",Nanos Research,telephone – rolling
120,5,FALSE,28,2015-07-20,±3.0 pp,4,29,PDF,6,34,,"1,208",Forum Research,IVR
119,4,FALSE,38,2015-07-21,±1.37 pp,6,25,HTML,11,27,,"5,147",Mainstreet Research,IVR
118,5,FALSE,33,2015-07-27,±2.5 pp,3,25,HTML,1,34,,"1,571",Ipsos Reid,online
117,4.7,FALSE,30.1,2015-07-28,±2.1 pp,6.1,23.4,PDF,3.7,33.8,,"2,247",EKOS,IVR
116,4,FALSE,33,2015-07-28,±3.0 pp,4,25,PDF,Tie,33,,"1,397",Forum Research,IVR
115,4.6,FALSE,29.3,2015-07-30,±1.9 pp,5.6,25.8,HTML,4.4,33.7,,"2,833",Innovative Research,online
114,3.3,FALSE,31.5,2015-07-31,±3.1 pp,5.4,29.3,PDF,1.4,30.1,,"1,000",Nanos Research,telephone – rolling (1/2)
113,5,TRUE,28,2015-08-02,±3 pp,3,25,PDF,11,39,,"1,399",Forum Research,IVR
112,4.2,TRUE,31.2,2015-08-07,±3.1 pp,5,28.6,PDF,0.8,30.4,,"1,000",Nanos Research,telephone – rolling (1/4)
111,3.9,TRUE,30.8,2015-08-10,±2.38 pp,4,27.8,HTML,2.2,33,,"2,022",Ipsos Reid,telephone/online
108,4,TRUE,31,2015-08-11,±1.35 pp,6,29,HTML,1,30,,"5,401",Mainstreet Research,IVR
110,4.2,TRUE,30.4,2015-08-11,±1.8 pp,7.3,24.2,PDF,1.4,31.8,,"3,055",EKOS,IVR
109,6,TRUE,28,2015-08-11,±3 pp,4,27,PDF,6,34,,"1,392",Forum Research,IVR
107,5,TRUE,27,2015-08-12,±2.1 pp,6,28,PDF,5,33,,"2,095",Léger Marketing,online
106,4.5,TRUE,31.8,2015-08-14,±3.1 pp,5.3,28.7,PDF,2.8,29,,"1,000",Nanos Research,telephone – rolling (1/4)
105,3,TRUE,29,2015-08-17,±2.6 pp,6,26,PDF,6,35,,"1,439",Abacus Data,online
104,4,TRUE,29,2015-08-19,±3 pp,4,28,PDF,5,34,,"1,473",Forum Research,IVR
103,4.7,TRUE,30.1,2015-08-21,±3.1 pp,5.2,29.9,PDF,0.2,29.1,,"1,000",Nanos Research,telephone – rolling (1/4)
101,3,TRUE,23,2015-08-24,±3 pp,3,30,PDF,10,40,,"1,440",Forum Research,IVR
102,4,TRUE,32,2015-08-24,±1.2 pp,4,23,PDF,4,36,,"6,226",Angus Reid[LV],online
100,4.1,TRUE,28.1,2015-08-25,±1.7 pp,5.8,26.7,PDF,5.5,33.6,,"3,524",EKOS,IVR
98,4,TRUE,30,2015-08-26,±1.7 pp,6,27,PDF,2,32,,"3,274",Innovative Research,online
99,4,TRUE,29,2015-08-26,±3.5 pp,4,30,HTML,3,33,,"1,000",Ipsos Reid,online
97,4.2,TRUE,28.8,2015-08-28,±3.1 pp,5.4,29.7,PDF,1.1,30.8,,"1,000",Nanos Research,telephone – rolling (1/4)
96,3,TRUE,30,2015-08-28,±2.6 pp,7,28,PDF,1,31,,"1,500",Abacus Data,online
95,4.2,TRUE,29.5,2015-09-01,±1.7 pp,6.4,27.7,PDF,0.7,30.2,,"3,243",EKOS,IVR
94,4,TRUE,24,2015-09-01,±3 pp,4,32,PDF,4,36,,"1,384",Forum Research,IVR
93,4,TRUE,28,2015-09-02,±2.1 pp,5,30,PDF,1,31,,"2,119",Léger Marketing,online
92,3.7,TRUE,26.2,2015-09-06,±2.8 pp,6,30.8,PDF,1.9,32.7,,"1,200",Nanos Research,telephone – rolling
89,3.7,TRUE,25.9,2015-09-08,±2.8 pp,6.1,32.5,PDF,1.3,31.2,,"1,200",Nanos Research,telephone – rolling (1/3)
91,4.6,TRUE,31.8,2015-09-08,±1.9 pp,5.9,26.9,PDF,2.2,29.6,,"2,677",EKOS,IVR
90,3,TRUE,29,2015-09-08,±3.6 pp,3,30,HTML,4,34,,949,Ipsos Reid,online
88,3.6,TRUE,28.6,2015-09-09,±2.8 pp,4.8,32.1,PDF,1.5,30.6,,"1,200",Nanos Research,telephone – rolling (1/3)
85,3,TRUE,28,2015-09-10,±3 pp,3,29,PDF,7,36,,"1,308",Forum Research,IVR
87,4,TRUE,28,2015-09-10,±2.2 pp,6,30,PDF,1,31,,"2,121",Innovative Research,online
86,3.2,TRUE,30.8,2015-09-10,±2.8 pp,4.6,30.9,PDF,0.1,29.9,,"1,200",Nanos Research,telephone – rolling (1/3)
84,2.8,TRUE,30.9,2015-09-11,±2.8 pp,4,31.7,PDF,0.8,30.1,,"1,200",Nanos Research,telephone – rolling (1/3)
83,4,TRUE,29,2015-09-11,±2.6 pp,6,29,PDF,2,31,,"1,500",Abacus Data,online
82,2.5,TRUE,31.7,2015-09-12,±2.8 pp,4.1,30.5,PDF,0.9,30.8,,"1,200",Nanos Research,telephone – rolling (1/3)
81,2.6,TRUE,30.2,2015-09-13,±2.8 pp,4.3,30.3,PDF,1,31.3,,"1,200",Nanos Research,telephone – rolling (1/3)
80,4,TRUE,29,2015-09-13,±3.6 pp,4,31,HTML,1,32,,980,Ipsos Reid,online
79,2.9,TRUE,31,2015-09-14,±2.8 pp,4.8,29.6,PDF,0.6,30.4,,"1,200",Nanos Research,telephone – rolling (1/3)
75,4,TRUE,32,2015-09-15,±3 pp,6,28,PDF,2,30,,"1,402",Forum Research,IVR
76,2.8,TRUE,29,2015-09-15,±2.8 pp,5.3,30.1,PDF,1.5,31.6,,"1,200",Nanos Research,telephone – rolling (1/3)
77,4,TRUE,26,2015-09-15,±3.6 pp,8,29,HTML,5,34,,"1,001",Environics,telephone
78,3.7,TRUE,29.6,2015-09-15,±1.9 pp,7.6,27.4,PDF,0.3,29.9,,"2,704",EKOS,IVR
74,2.5,TRUE,30.1,2015-09-16,±2.8 pp,5.8,30.9,PDF,0.5,30.4,,"1,200",Nanos Research,telephone – rolling (1/3)
73,2.3,TRUE,29.1,2015-09-17,±2.8 pp,5.8,31,PDF,0.3,31.3,,"1,200",Nanos Research,telephone – rolling (1/3)
72,3,TRUE,30.4,2015-09-18,±2.8 pp,6,30.8,PDF,0.4,28.9,,"1,200",Nanos Research,telephone – rolling (1/3)
71,4,TRUE,33,2015-09-18,±3 pp,4,29,PDF,4,29,,922,Forum Research,IVR
70,3.7,TRUE,30.8,2015-09-19,±2.8 pp,5.1,30.3,PDF,0.5,29.1,,"1,200",Nanos Research,telephone – rolling (1/3)
69,3.8,TRUE,31,2015-09-20,±2.8 pp,5.5,29.4,PDF,1.6,29.1,,"1,200",Nanos Research,telephone – rolling (1/3)
67,3.4,TRUE,31.3,2015-09-21,±2.8 pp,4.6,30.3,PDF,1,29.4,,"1,200",Nanos Research,telephone – rolling (1/3)
68,5,TRUE,27,2015-09-21,±3.4 pp,4,33,HTML,3,30,,"1,103",Ipsos Reid,online
66,4.2,TRUE,35.4,2015-09-22,±2.0 pp,7.7,26.3,PDF,9.1,24.5,,"2,343",EKOS,IVR
65,2.6,TRUE,31.5,2015-09-22,±2.8 pp,4.2,31.6,PDF,0.1,29.1,,"1,200",Nanos Research,telephone – rolling (1/3)
64,3,TRUE,32,2015-09-23,±2.5 pp,7,30,PDF,2,27,,"1,784",Innovative Research,telephone
63,5,TRUE,31,2015-09-23,±2.1 pp,5,31,PDF,Tie,29,,"2,115",Léger Marketing,online
62,2.3,TRUE,30.5,2015-09-23,±2.8 pp,3.7,31.5,PDF,0.7,30.8,,"1,200",Nanos Research,telephone – rolling (1/3)
61,4,TRUE,31,2015-09-23,±3 pp,4,31,PDF,Tie,28,,"1,557",Forum Research,IVR
60,3,TRUE,31,2015-09-24,n.a.,8,28,PDF,2,29,,"2,805",Innovative Research,online
59,2.5,TRUE,28.9,2015-09-24,±2.8 pp,4.2,32.3,PDF,1.2,31.1,,"1,200",Nanos Research,telephone – rolling (1/3)
58,3.1,TRUE,29.6,2015-09-25,±2.8 pp,4.5,31.8,PDF,1.5,30.3,,"1,200",Nanos Research,telephone – rolling (1/3)
57,4,TRUE,31.5,2015-09-26,±2.8 pp,3.7,32.5,PDF,1,27.6,,"1,200",Nanos Research,telephone – rolling (1/3)
55,4.2,TRUE,33,2015-09-27,±2.8 pp,3.6,31.6,PDF,1.4,26.9,,"1,200",Nanos Research,telephone – rolling (1/3)
56,5,TRUE,32,2015-09-27,±1.6 pp,5,29,PDF,3,27,,"3,814",Abacus Data,online
54,4,TRUE,32,2015-09-28,±3.0 pp,4,33,HTML,1,27,,"1,354",Ipsos Reid,online
53,4.4,TRUE,32.6,2015-09-28,±2.8 pp,4,31.4,PDF,1.2,27,,"1,200",Nanos Research,telephone – rolling (1/3)
52,5.3,TRUE,33.4,2015-09-29,±1.9 pp,7.8,26.7,PDF,6.7,25.6,,"2,609",EKOS,IVR
51,4.6,TRUE,32.1,2015-09-29,±2.8 pp,4.4,32.2,PDF,0.1,26.3,,"1,200",Nanos Research,telephone – rolling (1/3)
50,5,TRUE,34,2015-09-29,±3 pp,5,27,PDF,6,28,,"1,499",Forum Research,IVR
49,4.8,TRUE,32.8,2015-09-30,±2.8 pp,4.1,31.7,PDF,1.1,26.1,,"1,200",Nanos Research,telephone – rolling (1/3)
48,6,TRUE,34,2015-09-30,±2.5 pp,5,27,PDF,7,27,,"2,021",Angus Reid,online
47,6,TRUE,30,2015-09-30,±2.1 pp,6,32,PDF,2,26,,"2,107",Léger Marketing,online
44,4,TRUE,37,2015-10-01,±1.4 pp,7,29,HTML,8,24,,"5,197",Mainstreet Research,IVR
46,4.3,TRUE,31.9,2015-10-01,±2.8 pp,3.9,33.5,PDF,1.6,25.9,,"1,200",Nanos Research,telephone – rolling (1/3)
45,5,TRUE,29,2015-10-01,n.a,6,31,PDF,2,29,,"1,562",Innovative Research,online
43,4.5,TRUE,30.5,2015-10-02,±2.8 pp,4.8,34.6,PDF,4.1,25.1,,"1,200",Nanos Research,telephone – rolling (1/3)
42,4.3,TRUE,31,2015-10-03,±2.8 pp,4.5,35.3,PDF,4.3,24.3,,"1,200",Nanos Research,telephone – rolling (1/3)
41,4.8,TRUE,31,2015-10-04,±2.8 pp,4.7,35.6,PDF,4.6,22.8,,"1,200",Nanos Research,telephone – rolling (1/3)
40,5,TRUE,33,2015-10-05,±2.9 pp,3,32,HTML,1,26,,"1,441",Ipsos Reid,online
39,4.9,TRUE,31.5,2015-10-05,±2.8 pp,4.6,35,PDF,3.5,23.1,,"1,200",Nanos Research,telephone – rolling (1/3)
38,4,TRUE,35.1,2015-10-05,±2.4 pp,6.6,30.9,PDF,4.2,22.2,,"1,658",EKOS,IVR/telephone – rolling
35,4,TRUE,33,2015-10-06,±2.2 pp,5,32,PDF,1,24,,"2,000",Abacus Data,online
34,4,TRUE,31,2015-10-06,±3 pp,3,35,PDF,4,26,,"1,447",Forum Research,IVR
37,5.1,TRUE,32.1,2015-10-06,±2.8 pp,4.6,34.3,PDF,2.2,23,,"1,200",Nanos Research,telephone – rolling (1/3)
36,4,TRUE,34.1,2015-10-06,±2.3 pp,6.9,32.3,PDF,1.8,21.4,,"1,788",EKOS,IVR/telephone – rolling (1/3)
32,3.6,TRUE,32.5,2015-10-07,±2.3 pp,7.3,34.1,PDF,1.6,21.1,,"1,753",EKOS,IVR/telephone – rolling (1/3)
31,6,TRUE,30,2015-10-07,±2.1 pp,4,34,PDF,4,25,,"2,087",Léger Marketing,online
30,4,TRUE,36,2015-10-07,±1.3 pp,5,35,HTML,1,20,,"5,630",Mainstreet Research,IVR
33,5.6,TRUE,31.6,2015-10-07,±2.8 pp,4.6,33.5,PDF,1.9,24.2,,"1,200",Nanos Research,telephone – rolling (1/3)
29,5,TRUE,30,2015-10-08,n.a,5,35,PDF,5,24,,"3,417",Innovative Research,online
28,5.3,TRUE,31,2015-10-08,±2.8 pp,4.2,34,PDF,3,25,,"1,200",Nanos Research,telephone – rolling (1/3)
27,3.5,TRUE,33.7,2015-10-08,±2.4 pp,7.2,33.8,PDF,0.1,20.4,,"1,618",EKOS,IVR/telephone – rolling (1/3)
24,5,TRUE,31,2015-10-09,±3 pp,3,37,PDF,6,23,,"1,427",Forum Research,IVR
26,6,TRUE,33,2015-10-09,±3 pp,3,31,PDF,2,25,,"1,083",Angus Reid,online
25,5.5,TRUE,28.6,2015-10-09,±2.8 pp,5.4,34.8,PDF,6.2,24.9,,"1,200",Nanos Research,telephone – rolling (1/3)
22,3.3,TRUE,35.5,2015-10-10,±2.6 pp,7.4,33.1,PDF,2.4,19,,"1,428",EKOS,IVR/telephone – rolling (2/3)
23,5.2,TRUE,29,2015-10-10,±2.8 pp,5.1,35.1,PDF,6.1,25,,"1,200",Nanos Research,telephone – rolling (1/3)
21,3,TRUE,30,2015-10-11,±3.1 pp,6,38,PDF,8,22,,"1,143",Innovative Research,telephone
20,5.7,TRUE,28.9,2015-10-11,±2.8 pp,4.8,35.7,PDF,6.8,24.3,,"1,200",Nanos Research,telephone – rolling (1/3)
19,3.2,TRUE,31.1,2015-10-12,±2.9 pp,7.5,35.6,PDF,4.5,20.6,,"1,115",EKOS,IVR/telephone – rolling (2/3)
18,5,TRUE,31,2015-10-13,±3.0 pp,2,37,HTML,6,24,,"1,349",Ipsos Reid,online
17,5.2,TRUE,29.2,2015-10-13,±2.8 pp,4.3,36.1,PDF[permanent dead link],6.9,24.5,,"1,200",Nanos Research,telephone – rolling (1/3)
16,3.8,TRUE,29.9,2015-10-13,±2.9 pp,6.4,34.1,PDF,4.2,24.1,,"1,179",EKOS,IVR/telephone – rolling (1/3)
15,5,TRUE,29.4,2015-10-14,±2.8 pp,4.3,37.1,PDF[permanent dead link],7.7,23.7,,"1,200",Nanos Research,telephone – rolling (1/3)
14,3.4,TRUE,32.6,2015-10-14,±2.6 pp,5.6,33.5,PDF,0.9,22.9,,"1,438",EKOS,IVR/telephone – rolling (1/3)
13,6,TRUE,31,2015-10-14,±3 pp,2,37,PDF,6,24,,"1,438",Forum Research,IVR
10,4,TRUE,33,2015-10-15,±1.4 pp,5,38,HTML,5,21,,"5,546",Mainstreet Research,IVR
12,4.3,TRUE,30.6,2015-10-15,±2.8 pp,4.7,36.5,PDF,5.9,23.5,,"1,200",Nanos Research,telephone – rolling (1/3)
11,3.4,TRUE,32.8,2015-10-15,±2.3 pp,5.1,34,PDF,1.2,22.7,,"1,813",EKOS,IVR/telephone – rolling (1/3)
9,5,TRUE,31,2015-10-16,±2.2 pp,5,35,PDF,4,22,,"2,022",Angus Reid,online
8,6,TRUE,30,2015-10-16,±2.1 pp,4,38,PDF,8,22,,"2,086",Léger Marketing,online
7,4.4,TRUE,30.7,2015-10-16,±2.5 pp,4.7,37,PDF[permanent dead link],6.3,22.6,,"1,600",Nanos Research,telephone – rolling (1/2)
6,4.7,TRUE,33.3,2015-10-16,±2.5 pp,4.1,33.7,PDF,0.4,21.9,,"1,537",EKOS,IVR/telephone – rolling (1/2)
5,4.6,TRUE,30.5,2015-10-17,±2.2 pp,4.7,37.3,PDF[permanent dead link],6.8,22.1,,"2,000",Nanos Research,telephone – rolling (2/5)
4,4,TRUE,31,2015-10-17,±2.2 pp,4,38,HTML,7,22,,"2,503",Ipsos Reid,online/telephone
3,5.4,TRUE,32.6,2015-10-17,±2.4 pp,5.4,34.3,PDF,1.7,21,,"1,621",EKOS,IVR/telephone – rolling (1/2)
2,4.9,TRUE,31.9,2015-10-18,±2.1 pp,5.6,35.8,PDF,3.9,20.4,,"2,122",EKOS,IVR/telephone – rolling (1/3)
1,6,TRUE,30,2015-10-18,±3 pp,3,40,PDF,10,20,,"1,373",Forum Research,IVR
0,5.5,TRUE,30.5,2015-10-18,±3.5 pp,4.6,39.1,PDF,8.6,19.7,,800,Nanos Research,telephone
0,4,FALSE,25,2015-11-07,±3 pp,3,55,PDF,30,12,0,"1,256",Forum Research,IVR
1,4,FALSE,37,2015-11-17,±3 pp,3,45,PDF,8,10,0,909,Forum Research,IVR
2,5,FALSE,24,2015-11-25,±2.6 pp,5,49,PDF,25,16,0,"1,500",Abacus Data,online
3,4,FALSE,32,2015-12-08,±3 pp,4,46,PDF,14,13,0,"1,369",Forum Research,IVR
4,3.4,FALSE,27.2,2015-12-10,±2.2 pp,6.7,46.3,PDF,19.1,15.3,0,"1,956",EKOS,online/telephone
5,5,FALSE,28,2016-01-12,±2.6 pp,5,45,PDF,17,17,0,"1,500",Abacus Data,online
6,3,FALSE,32,2016-01-15,±1.39 pp,5,44,HTML,12,16,0,"4,937",Mainstreet Research,IVR
7,3.9,FALSE,25.3,2016-01-18,±1.9 pp,7,46.7,PDF,21.4,15.9,0,"2,598",EKOS,online/telephone
8,3,FALSE,27,2016-02-04,±2.1 pp,5,49,PDF,22,15,0,"1,524",Léger,online
9,3,FALSE,32,2016-02-17,±3 pp,5,49,PDF,17,10,0,"1,406",Forum Research,IVR
10,4,FALSE,34,2016-03-15,±2 pp,3,46,PDF,12,12,0,"1,567",Forum Research,IVR
11,4,FALSE,29,2016-03-18,±2.6 pp,6,44,PDF,15,16,0,"1,500",Abacus Data,online
12,4,FALSE,28,2016-03-23,±2.6 pp,6,47,PDF,19,14,0,"1,500",Abacus Data,online
13,4.8,FALSE,31.7,2016-03-29,±2.2 pp,6.4,42.1,PDF,10.4,11.7,0,"2,019",EKOS,IVR
14,5,FALSE,30,2016-03-30,,6,46,PDF,16,12,0,"2,456",Innovative Research,online
15,6,FALSE,28,2016-04-05,±3 pp,3,51,PDF,23,12,0,"1,455",Forum Research,IVR
16,5,FALSE,26,2016-04-13,±2.6 pp,5,49,PDF,23,13,0,"1,500",Abacus Data,online
18,4.4,FALSE,28.5,2016-04-15,±2.9 pp,6.7,44.1,PDF,15.6,12,0,"1,176",EKOS,IVR
17,3,FALSE,30,2016-04-15,±1.38 pp,5,48,HTML,18,14,0,"5,012",Mainstreet Research,IVR
19,4.2,FALSE,25.8,2016-04-22,±3.1 pp,5.5,43.2,HTML,17.4,19.3,0,"1,000",Nanos Research,telephone
20,3,FALSE,30,2016-04-27,±1.39 pp,4,49,HTML,19,14,0,"4,998",Mainstreet Research,IVR
21,4,FALSE,29,2016-05-11,±3 pp,3,52,PDF,23,11,0,"1,517",Forum Research,IVR
22,4,FALSE,27,2016-05-20,±2.2 pp,7,46,PDF,19,15,0,"2,000",Abacus Data,online
23,4,FALSE,30,2016-05-24,±3.5 pp,,46,HTML,16,15,0,"1,002",Ipsos,online
24,4,FALSE,32,2016-06-07,±2 pp,4,49,PDF,17,10,0,"2,271",Forum Research,IVR
25,4.1,FALSE,26.9,2016-06-07,±2.0 pp,7.8,44.7,PDF,17.8,12.4,0,"2,371",EKOS,IVR
26,5,FALSE,28,2016-06-16,±2.6 pp,6,44,PDF,16,16,0,"1,500",Abacus Data,online
27,5,FALSE,28,2016-07-05,±3 pp,3,52,PDF,24,11,0,"1,429",Forum Research,IVR
28,2.8,FALSE,28.5,2016-07-14,±3.1 pp,5.9,45.6,PDF,17.1,15.5,0,"1,003",EKOS,online/telephone
29,4,FALSE,31,2016-08-06,±3 pp,4,50,PDF,19,10,0,"1,345",Forum Research,IVR
30,4,FALSE,28,2016-08-25,±2.2 pp,5,46,PDF,18,16,0,"2,010",Abacus Data,online
31,4,FALSE,25,2016-09-01,±2.5 pp,5,53,PDF,28,12,0,"1,535",Léger,online
32,5,FALSE,30,2016-09-07,±3 pp,4,48,PDF,18,11,0,"1,370",Forum Research,IVR
33,4,FALSE,29,2016-09-08,±1.35 pp,4,51,HTML,22,12,0,"5,250",Mainstreet Research,IVR
34,6,FALSE,34,2016-09-21,±3 pp,3,47,PDF,13,9,0,"1,326",Forum Research,IVR
35,4.5,FALSE,26.2,2016-09-30,±3.1 pp,5,45.8,PDF,19.6,16.7,0,"1,000",Nanos Research,telephone (rolling)
36,4.3,FALSE,25.9,2016-10-07,±3.1 pp,5.7,45.9,PDF,20,16.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
38,5,FALSE,30,2016-10-12,±3 pp,4,49,PDF,19,12,0,"1,437",Forum Research,IVR
37,5,FALSE,28,2016-10-12,±2.6 pp,6,45,PDF,17,14,0,"1,498",Abacus Data,online
39,4.3,FALSE,26.2,2016-10-14,±3.1 pp,6.2,46.3,PDF,20.1,15.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
40,3.3,FALSE,26.4,2016-10-18,±2.4 pp,7.8,46.6,PDF,20.2,14.1,0,"1,622",EKOS,online/telephone
41,4,FALSE,27.5,2016-10-21,±3.1 pp,6.8,46.6,PDF,19.1,13.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
42,5.3,FALSE,29.6,2016-10-28,±3.1 pp,6,44.5,PDF,14.9,13.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
43,5.5,FALSE,29.6,2016-11-04,±3.1 pp,5.5,44.9,PDF,15.3,13.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
44,4,FALSE,29,2016-11-06,±1.38 pp,5,49,HTML,20,13,0,"5,066",Mainstreet Research,IVR
45,4,FALSE,28,2016-11-10,±3 pp,5,51,PDF,23,11,0,"1,474",Forum Research,IVR
46,4.3,FALSE,26.2,2016-11-11,±3.1 pp,6.2,46.3,PDF,20.1,15.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
47,5,FALSE,25,2016-11-13,±2.1 pp,7,46,PDF,21,17,0,"2,200",Abacus Data,online
48,5.6,FALSE,28.7,2016-11-18,±3.1 pp,5.6,42.9,PDF,14.2,16,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
49,2.4,FALSE,31.2,2016-11-22,±2.2 pp,8.2,41.2,PDF,10,13,0,"1,949",EKOS,IVR
50,4.4,FALSE,25.1,2016-11-25,±3.1 pp,6.4,44.7,PDF,19.6,17.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
51,4.8,FALSE,26,2016-12-02,±3.1 pp,6.8,42.9,PDF,16.9,17.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
52,5,FALSE,34,2016-12-07,±3 pp,6,42,PDF,8,12,0,"1,304",Forum Research,IVR
53,5.4,FALSE,26.7,2016-12-09,±3.1 pp,6,43.2,PDF,16.5,16.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
54,4,FALSE,30,2016-12-14,±2.3 pp,5,44,PDF,14,16,0,"1,848",Abacus Data,online
55,4.9,FALSE,27.4,2016-12-16,±3.1 pp,5.6,43.6,PDF,16.2,16.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
56,5.6,FALSE,28.3,2016-12-23,±3.1 pp,5.6,42,PDF,13.7,16.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
57,5.5,FALSE,27.9,2016-12-30,±3.1 pp,5.9,43,PDF,15.1,16.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
58,5.2,FALSE,28.5,2017-01-06,±3.1 pp,5.4,43,PDF,14.5,16.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
59,6.1,FALSE,28.4,2017-01-13,±3.1 pp,6.1,41.4,PDF,13,16.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
60,5.1,FALSE,31.2,2017-01-20,±3.1 pp,5.9,39.4,PDF,8.2,16.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
61,4,FALSE,36,2017-01-21,±3 pp,5,42,PDF,6,12,0,"1,332",Forum Research,IVR
62,5,FALSE,30,2017-01-25,±3.5 pp,,41,PDF,11,19,0,"1,000",Ipsos,online
63,5.1,FALSE,32.1,2017-01-27,±3.1 pp,5.5,39.1,PDF,7,16.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
64,4.9,FALSE,32.5,2017-02-03,±3.1 pp,5.9,38,PDF,5.5,16.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
65,6,FALSE,34,2017-02-06,±3 pp,6,34,HTML,0,16,0,"1,457",Campaign Research,IVR
66,4.8,FALSE,32.9,2017-02-10,±3.1 pp,5.3,37.9,PDF,5,16.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
67,6.3,FALSE,29.6,2017-02-17,±3.1 pp,5.7,39.3,PDF,9.7,16.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
68,4,FALSE,33,2017-02-19,±2.6 pp,6,40,PDF,7,16,0,"1,500",Abacus Data,online
69,5.4,FALSE,31,2017-02-24,±3.1 pp,5.2,38.9,PDF,7.9,16.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
70,7,FALSE,35,2017-02-26,±3 pp,4,39,PDF,4,15,0,"1,340",Forum Research,IVR
71,5,FALSE,30.5,2017-03-03,±3.1 pp,5.1,39.6,PDF,9.1,17.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
72,6,FALSE,27,2017-03-07,±3 pp,5,43,HTML,16,16,0,"1,886",Campaign Research,online/IVR
73,4.9,FALSE,28.1,2017-03-10,±3.1 pp,6,41.4,PDF,13.3,17,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
75,4,FALSE,29,2017-03-17,±2.2 pp,6,44,HTML,15,16,0,"2,029",Stratcom,online
74,4.7,FALSE,28.5,2017-03-17,±3.1 pp,5.2,41.9,PDF,13.4,17.1,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
76,6,FALSE,38,2017-03-23,±3 pp,4,36,PDF,2,15,0,"1,029",Forum Research,IVR
77,4.8,FALSE,29.2,2017-03-24,±3.1 pp,5.2,42.5,PDF,13.3,16.1,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
78,5,FALSE,32,2017-03-30,±3.5 pp,,39,PDF,7,20,0,"1,001",Ipsos,online
79,5.2,FALSE,29.6,2017-03-31,±3.1 pp,4.6,40.6,PDF,11,18.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
80,4,FALSE,32.6,2017-04-07,±3.1 pp,3.5,40.3,PDF,7.7,18,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
81,6,FALSE,29,2017-04-11,±2 pp,6,38,HTML,9,19,0,"1,970",Campaign Research,online
82,3.4,FALSE,32.4,2017-04-14,±3.1 pp,3.1,41.4,PDF,9,18.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
83,4,FALSE,30.4,2017-04-21,±3.1 pp,2.9,42,PDF,11.6,19,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
84,5,FALSE,35,2017-04-24,±3 pp,7,35,PDF,0,17,0,"1,479",Forum Research,IVR
85,4.4,FALSE,29.6,2017-04-28,±3.1 pp,3.6,43,PDF,13.4,18.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
86,5.1,FALSE,29,2017-05-05,±3.1 pp,4.1,41.8,PDF,12.8,18.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
87,6,FALSE,28.1,2017-05-12,±3.1 pp,5.6,42.8,PDF,14.7,15.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
88,4,FALSE,27,2017-05-12,±2.9 pp,5,43,PDF,16,20,0,"1,182",Abacus Data,online
89,3,FALSE,27,2017-05-13,±2 pp,7,43,HTML,16,19,0,"1,969",Campaign Research,online
90,5,FALSE,31,2017-05-15,±1.85 pp,5,41,HTML,10,18,0,"2,800",Mainstreet Research,IVR
91,5,FALSE,25,2017-05-18,±2.5 pp,6,46,PDF,21,16,0,"1,529",Léger,online
92,5.2,FALSE,27.9,2017-05-19,±3.1 pp,7.4,42.1,PDF,14.2,16.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
